num_rumor;date;name;id;content;retweets;
0;2015-07-11;Flu H1N1 H5N1;@fluetweets;#H1N1 http://allAfrica.com : South Africa: Two Cases of Swine Flu Confirmed in Bloemfentein… http://goo.gl/fb/dCICQ4 ;0;
0;2015-07-11;Flu H1N1 H5N1;@fluetweets;#H1N1 http://allAfrica.com : South Africa: Two Cases of Swine Flu Confirmed in Bloemfentein… http://goo.gl/fb/wgAuFr ;0;
0;2015-07-11;Flu H1N1 H5N1;@fluetweets;#H1N1 http://allAfrica.com : South Africa: Two Cases of Swine Flu Confirmed in Bloemfentein… http://goo.gl/fb/mc9ITv ;0;
0;2015-07-11;Flu H1N1 H5N1;@fluetweets;#H1N1 http://allAfrica.com : South Africa: Two Cases of Swine Flu Confirmed in Bloemfentein… http://goo.gl/fb/XwiBRL ;0;
0;2015-07-11;Flu H1N1 H5N1;@fluetweets;#H1N1 http://allAfrica.com : South Africa: Two Cases of Swine Flu Confirmed in Bloemfentein… http://goo.gl/fb/fUAruI ;0;
0;2015-07-10;Christopher Peterson;@guymetropolis;South Africa. Two Cases of Swine Flu Confirmed in Bloemfentein http://allafrica.com/c/-5akOs  #southafrica via @allafrica;0;
0;2015-07-10;Flu H1N1 H5N1;@fluetweets;#H1N1 http://allAfrica.com : South Africa: Two Cases of Swine Flu Confirmed in Bloemfentein… http://goo.gl/fb/BgFhjj ;0;
0;2015-07-10;Flu H1N1 H5N1;@fluetweets;#H1N1 http://allAfrica.com : South Africa: Two Cases of Swine Flu Confirmed in Bloemfentein… http://goo.gl/fb/kTdEaO ;0;
0;2015-07-10;Flu H1N1 H5N1;@fluetweets;#H1N1 Two more cases of swine flu confirmed in South Africa - Sowetan LIVE - Sowetan Live… http://goo.gl/fb/KWLCH7 ;0;
0;2015-07-10;IG: phelo_mfini;@MfiniPhelo;@News24: 2 cases of swine flu confirmed in Bloem http://trib.al/gvmVpQR @Zuks_Ndlela;0;
0;2015-07-10;Flu H1N1 H5N1;@fluetweets;#H1N1 Two more cases of swine flu confirmed in South Africa - Sowetan LIVE - Sowetan Live… http://goo.gl/fb/ED5uS7 ;0;
0;2015-07-10;Shero;@TheeShero;Jowe ra shwa!@News24: 2 cases of swine flu confirmed in Bloem http://trib.al/gvmVpQR ;0;
0;2015-07-10;Modise ;@Modisco99;@PantsuBloem bona manyonyeha a hao RT @News24: 2 cases of swine flu confirmed in Bloem http://trib.al/gvmVpQR ;0;
0;2015-07-10;Flu H1N1 H5N1;@fluetweets;#H1N1 Two more cases of swine flu confirmed in South Africa - Sowetan LIVE - Sowetan Live… http://goo.gl/fb/0zRO4S ;0;
0;2015-07-10;Sim T;@SthembisoMnisi;This can't be true. @News24: 2 cases of swine flu confirmed in Bloem http://trib.al/gvmVpQR ;0;
0;2015-07-10;Kali ;@PercytNet;#News24: 2 cases of swine flu confirmed in Bloem http://trib.al/gvmVpQR ;0;
0;2015-07-10;Percy Netshifhefhe;@percynet1;#News24: 2 cases of swine flu confirmed in Bloem http://trib.al/gvmVpQR ;0;
0;2015-07-10;parkybell;@parkybell;Two more cases of swine flu confirmed in South Africa - Sowetan Live (press release) (r... http://bit.ly/1UKIY5m  http://bit.ly/1Y7RsT ;0;
0;2015-07-10;Mosa;@_Sasie;Jo nna. @News24: 2 cases of swine flu confirmed in Bloem http://trib.al/gvmVpQR ;0;
0;2015-07-10;Tshepo Kaate;@TSHEPOKAATE;Nah fam! What's this?!@News24: 2 cases of swine flu confirmed in Bloem http://trib.al/gvmVpQR ;0;
0;2015-07-10;Young_Voicey;@L_Voicey;Lol. @News24: 2 cases of swine flu confirmed in Bloem http://trib.al/gvmVpQR ;0;
0;2015-07-10;News24;@News24;2 cases of swine flu confirmed in Bloem http://trib.al/gvmVpQR ;44;
0;2015-07-10;Swine Flu Info;@swineflu2;#swineflu Two more cases of swine flu confirmed in South Africa - Sowetan Live (press release) (registration) ... http://bit.ly/1L3ms38 ;0;
0;2015-07-10;Poloko PK Motsoapong;@PK_Motsoapong;RT @SowetanLIVE: Two more cases of swine flu confirmed in South Africa http://bit.ly/1HjTysT  pic.twitter.com/CHddjGrVn9;0;
0;2015-07-10;Sarah Makua;@Ms_Tick;Oh bouy @SowetanLIVE: Two more cases of swine flu confirmed in South Africa http://bit.ly/1HjTysT  pic.twitter.com/fKvjUnVCH4;0;
0;2015-07-07;makoto;@makoto_au_japon;Swine #flu is back - but don't worry http://www.iol.co.za/lifestyle/swine-flu-is-back-but-don-t-worry-1.1881636 … #SA #South #Africa #H1N1 #influenza via @IOL;0;
0;2015-07-05;Dr Gail Ashford;@drgail3;the #Flu season is here. My opinion and review of Flu #vaccines #HIV Support South Africa http://hivsupportsa.blogspot.com/?spref=tw  #swineflu;1;
0;2015-07-03;Riekie Erasmus;@RiekieE;Swine flu sends people to ICU in South Africa http://fb.me/6IA8M2Bcm ;0;
0;2015-07-02;Genocide Exposed;@CanadaGenocide;#tourists 2 #SouthAfrica beware #swineflue http://thetruthaboutsouthafrica.org/south-africa/swine-flu-sends-people-to-icu-in-south-africa/ … @IsraelinUK @NLinUK @RedWhiteBlueDot @USEmbassySA @USAinUK @NLinUK;0;
0;2015-07-02;Genocide Exposed;@CanadaGenocide;@SAgovnews does not care about you http://thetruthaboutsouthafrica.org/south-africa/swine-flu-sends-people-to-icu-in-south-africa/ … @TebogoModiselle @AuthorJans @Hilda0071 @Farmitracker @nytimes @thetimes;0;
0;2015-07-02;ToxiNews;@toxinews;RT @biocura Swine flu sends people to ICU in South Africa | The Truth About South Africa http://thetruthaboutsouthafrica.org/south-africa/swine-flu-sends-people-to-icu-in-south-africa/ …;1;
0;2015-07-02;Johan P Prinsloo DSc;@biocura;Swine flu sends people to ICU in South Africa | The Truth About South Africa http://thetruthaboutsouthafrica.org/south-africa/swine-flu-sends-people-to-icu-in-south-africa/ …;0;
0;2015-07-02;Nico Oberholster;@Obieoberholster;Swine flu sends people to ICU in South Africa http://thetruthaboutsouthafrica.org  http://lm.facebook.com/l.php?u=http%3A%2F%2Fthetruthaboutsouthafrica.org%2F%3Fp%3D2226&h=mAQEQSypF&enc=AZNtMfMRabqbpjynyYXHuLxbMTdZRDeUxTTRNM4lDaF1RxUTjgEOU95YyGgv4YyrFstteqg10DomZAdSF-7tt9acBb2EzIdF6OYhckUAkxZOuurVDhpJUhFw9SOCX0o-lwR0_CaW5FwXGugyf-h6_2dEzIiGiUbWH-M5VFo7UJsWjxxjbp0r3-uiR3q56PugJDI&s=1 …;0;
0;2015-07-02;Peter Koekemoer @WR;@Koekemoerf;Swine flu | The Truth About South Africa http://thetruthaboutsouthafrica.org/south-africa/swine-flu-sends-people-to-icu-in-south-africa/ …;0;
0;2015-07-02;Swine Flu News;@swineflu_news_;VIDEO: South Africa's fight to tackle HIV: Nomsa Maseko looks at how South Africa, with one of the greatest nu... http://bbc.in/1f3N5t0 ;0;
0;2015-06-30;Swine Flu H1N1;@SwineFluH1N1_;H1N1 - Swine Flu H1N1 strain of flu 'will just subside' - News24: H1N1 strain of flu 'will ju... http://bit.ly/1eZB4EU  Protect yourself;0;
0;2015-06-23;pandemie6;@pandemie6;#Swineflu: no outbreak in KZN - Independent Online : http://bit.ly/1TBZCU3 ;0;
0;2015-06-21;Live H9N2;@Live_H9N2;#Swineflu: no outbreak in KZN - Independent Online : http://bit.ly/1TBZCU3 ;0;
0;2015-06-19;Live H1N1;@live_h1n1;#Swineflu: no outbreak in KZN - Independent Online : http://bit.ly/1TBZCU3 ;0;
0;2015-06-19;Flu_Alert_Swine_Flu;@Flu_alert;#Swineflu: no outbreak in KZN - Independent Online : http://bit.ly/1TBZCU3 ;0;
0;2015-06-19;pandemie6;@pandemie6;#Swineflu: no outbreak in KZN - Independent Online : http://bit.ly/1TBZCU3 ;0;
0;2015-06-19;Christoff P. Vosloo;@ChristoffVosloo;AllAfrica: South Africa: If You Had Flu, It Most Likely Was Swine Flu. http://buff.ly/1Gx3ZsX ;0;
0;2015-06-19;Flu H1N1 H5N1;@fluetweets;#H1N1 Swine flu: no outbreak in KZN - Independent Online http://goo.gl/fb/uQCLcz ;0;
0;2015-06-19;Sifiso Mtshali;@Mtshali_S;Swine flu: no outbreak in KZN http://bit.ly/1SwfOoB ;0;
0;2015-06-19;Flu H1N1 H5N1;@fluetweets;#H1N1 Swine flu: no outbreak in KZN - Independent Online http://goo.gl/fb/0jrS8D ;0;
0;2015-06-18;INFLUENZAVIR;@influenzavir;South Africa: H1N1 #SwineFlu hits schools in KwaZulu-Natal http://www.timeslive.co.za/thetimes/2015/06/18/Swine-flu-hits-top-schools …;0;
0;2015-06-18;The Cathedral. ;@PILLAY_CGLM;Did I see that correctly. Swine flu has reached South Africa? #H1N1 #SwineFlu;1;
0;2015-06-18;Tshawekazi⭐;@KaySonwabe;Swine flu is back  RT @News24 H1N1 virus hits KZN school http://www.news24.com/SouthAfrica/News/H1N1-virus-hits-KZN-school-20150618 …;0;
0;2015-06-14;TheHealthFoundation;@theHealthFdnSA;Cape Town pupils get swine flu http://bit.ly/1GHvIub ;0;
0;2015-06-14;TheHealthFoundation;@theHealthFdnSA;Not a #swine #flu outbreak say @HealthZA http://bit.ly/1GHvIub ;0;
0;2015-06-14;Genocide Exposed;@CanadaGenocide;2 confirmed #H1N1 #SwineFlu cases in #SouthAfrica but don't worry https://www.facebook.com/sanewsheadlines/posts/1599164740336986 … @Lean3Jvv @AuthorJans @SAgenocide @TexasLady2015;4;
0;2015-06-13;Anton van den Heever;@AntonsTravels;http://www.news24.com/SouthAfrica/News/Dont-panic-says-health-dept-after-two-Cape-Town-pupils-get-swine-flu-20150612 …;0;
0;2015-06-13;#ReaPhanda;@Douglas_Malema;Dont panic, says health dept after two Cape Town pupils get swine flu http://www.news24.com/SouthAfrica/News/Dont-panic-says-health-dept-after-two-Cape-Town-pupils-get-swine-flu-20150612 … via @News24;0;
0;2015-06-13;Cape Town S.A.;@CapeTownRR;Don't panic, says health dept after two Cape Town pupils get swine flu http://rightrelevance.com/tw/capetownrr/4ff1307f59847376b4efef3c74e8bda526612d4c/cape%20town%20south%20africa/cape%20town%20south%20africa …;0;
0;2015-06-13;Michael;@MichaelButoi;#SouthAfrica: ‘No need for panic’ as two contract swine flu in #CapeTown http://dlvr.it/BBr8Q1  pic.twitter.com/3p1pNC9Nag #VisitSouthAfrica;0;
0;2015-06-13;Kwanele Siziba;@siziba_kwanele;Don't panic, says health dept after two Cape Town pupils get swine flu http://www.news24.com/SouthAfrica/News/Dont-panic-says-health-dept-after-two-Cape-Town-pupils-get-swine-flu-20150612 … pic.twitter.com/S5QbySmJq7;2;
0;2015-06-13;Adrian v.d. Velden;@adrianvdvelden;Top story of the morning: Two Cape Town schoolchildren test positive for swine flu: http://tinyurl.com/nchm7pk ;0;
0;2015-06-13;Taahir Abrahams;@taahiri1;Mmmkay anyone coughs around me and I'll pepper spray you! http://fb.me/7hiYY7xdp ;0;
0;2015-06-13;Kim Sinclair;@Aceup2;Don't panic, says health dept after two Cape Town pupils get swine flu http://fb.me/3eC4dD8Ye ;0;
0;2015-06-12;Llewellyn MacMaster;@llewellyn2758;Don't panic, says health dept after two Cape Town pupils get swine flu http://www.news24.com/SouthAfrica/News/Dont-panic-says-health-dept-after-two-Cape-Town-pupils-get-swine-flu-20150612 …;0;
0;2015-06-12;Live H9N2;@Live_H9N2;Don't panic, says health dept after two Cape Town pupils get #swineflu - News24 : http://bit.ly/1JOCTjd ;0;
0;2015-06-12;Christopher Peterson;@guymetropolis;Dont panic, says health dept after two Cape Town pupils get swine flu http://www.news24.com/SouthAfrica/News/Dont-panic-says-health-dept-after-two-Cape-Town-pupils-get-swine-flu-20150612 … via @News24;0;
0;2015-06-12;#CapeTownBot;@CapeTownBot;Top story: Don't panic, says health dept after two #CapeTown pupils get swine f… http://www.news24.com/SouthAfrica/News/Dont-panic-says-health-dept-after-two-Cape-Town-pupils-get-swine-flu-20150612 …, see more http://tweetedtimes.com/RSApolitics?s=tnp …;0;
0;2015-06-12;RSApolitics;@RSApolitics;Top story: Don't panic, says health dept after two Cape Town pupils get swine f… http://www.news24.com/SouthAfrica/News/Dont-panic-says-health-dept-after-two-Cape-Town-pupils-get-swine-flu-20150612 …, see more http://tweetedtimes.com/RSApolitics?s=tnp …;2;
0;2015-06-12;#CapeTownBot;@CapeTownBot;RT .News24: Don't panic, says health dept after two #CapeTown pupils get swine flu http://www.news24.com/SouthAfrica/News/Dont-panic-says-health-dept-after-two-Cape-Town-pupils-get-swine-flu-20150612 …;0;
0;2015-06-09;Ian D. Samson;@VHS2DVDza;@swineflubrk Any confirmation of a Swine Flu outbreak in South Africa? Rumours flying ...;0;
0;2015-06-03;Flu_Alert_Swine_Flu;@Flu_alert;#Swineflu is like any other flu - News24 : http://bit.ly/1RIDFAV ;0;
0;2015-06-02;pandemie6;@pandemie6;#Swineflu is like any other flu - News24 : http://bit.ly/1RIDFAV ;0;
0;2015-06-02;Swine Flu Info;@swineflu2;#swineflu Swine flu is like any other flu - News24: Swine flu is like any other fluNews24She added that the fl... http://bit.ly/1BK1vTK ;0;
0;2015-06-02;parkybell;@parkybell;Swine flu is like any other flu - News24: Swine flu is like any other fluNews24She adde... http://bit.ly/1JoMzR4  http://bit.ly/1Y7RsT ;0;
0;2015-05-29;MommySays;@mommysaysSA;Swine Flu in South Africa? http://fb.me/u3inIwKD ;0;
0;2015-05-28;Kaboutjie;@Kaboutjie;Swine Flu in South Africa? http://buff.ly/1FY4O0H  pic.twitter.com/8wHvysLqmh;0;
0;2015-05-27;Brian;@bbrian017;#Mommy Swine Flu in South Africa? http://dlvr.it/9zzfkH  @Kaboutjie;0;
0;2015-05-27;Blog Engage;@blogengage;#Mommy Swine Flu in South Africa? http://dlvr.it/9zzgWD  @Kaboutjie;0;
0;2015-05-27;Blog Engage;@blogengage;#Mommy Swine Flu in South Africa? http://dlvr.it/9zzZNH  @Kaboutjie;0;
0;2015-05-27;votetheme;@votetheme;#Mommy Swine Flu in South Africa? http://dlvr.it/9zzjZ9  @Kaboutjie;0;
0;2015-05-24;#Flu;@FluTuz;‘Not a swine #flu outbreak,’ says #Health Department http://www.news24.com/SouthAfrica/News/Not-a-swine-flu-outbreak-says-Health-Department-20150518 … #H1N1 #vaccine #influenza #durban;0;
0;2015-05-19;CuraNova;@CuraNovaRecruit;http://ow.ly/NaRh4  pic.twitter.com/CdlCbqVG34;0;
0;2015-05-19;pandemie6;@pandemie6;'Not a #swineflu outbreak,' says Health Department - News24 : http://bit.ly/1JvIjzM ;1;
0;2015-05-19;Live H9N2;@Live_H9N2;'Not a #swineflu outbreak,' says Health Department - News24 : http://bit.ly/1JvIjzM ;1;
0;2015-05-19;Flu H1N1 H5N1;@fluetweets;#H1N1 'Not a swine flu outbreak,' says Health Department - News24 http://goo.gl/fb/JcdPrw ;0;
0;2015-05-19;Durban SA;@DuRRbanSA;âNot a swine flu outbreak,â says Health Department http://rightrelevance.com/tw/durrbansa/274ccc5192af89cbb2c7172ee85966d61a7115a8/durban%20south%20africa/durban%20south%20africa …;0;
0;2015-05-19;Flu H1N1 H5N1;@fluetweets;#H1N1 'Not a swine flu outbreak,' says Health Department - News24 http://goo.gl/fb/hkHrnH ;0;
0;2015-05-19;Flu H1N1 H5N1;@fluetweets;#H1N1 'Not a swine flu outbreak,' says Health Department - News24 http://goo.gl/fb/MD7YKg ;0;
0;2015-05-19;Flu_Alert_Swine_Flu;@Flu_alert;'Not a #swineflu outbreak,' says Health Department - News24 : http://bit.ly/1JvIjzM ;0;
0;2015-05-18;Flu H1N1 H5N1;@fluetweets;#H1N1 Teenager diagnosed with swine flu still in quarantine - News24 http://goo.gl/fb/RfqpOz ;0;
0;2015-05-18;Flu H1N1 H5N1;@fluetweets;#H1N1 Teenager diagnosed with swine flu still in quarantine - News24 http://goo.gl/fb/9NaIcj ;0;
0;2015-05-18;Flu H1N1 H5N1;@fluetweets;#H1N1 Teenager diagnosed with swine flu still in quarantine - News24 http://goo.gl/fb/nR3PxF ;0;
0;2015-05-18;Flu H1N1 H5N1;@fluetweets;#H1N1 Teenager diagnosed with swine flu still in quarantine - News24 http://goo.gl/fb/1J1QTA ;0;
0;2015-05-18;Flu H1N1 H5N1;@fluetweets;#H1N1 Teenager diagnosed with swine flu still in quarantine - News24 http://goo.gl/fb/wAAPrG ;0;
0;2015-05-18;Flu H1N1 H5N1;@fluetweets;#H1N1 Teenager diagnosed with swine flu still in quarantine - News24 http://goo.gl/fb/3hw2p7 ;0;
0;2015-05-18;Flu H1N1 H5N1;@fluetweets;#H1N1 Teenager diagnosed with swine flu still in quarantine - News24 http://goo.gl/fb/g9TbDM ;0;
0;2015-05-18;Live H1N1;@live_h1n1;Teenager diagnosed with #swineflu still in quarantine - News24 : http://bit.ly/1KfuMgQ ;0;
0;2015-05-18;Flu H1N1 H5N1;@fluetweets;#H1N1 Teenager diagnosed with swine flu still in quarantine - News24 http://goo.gl/fb/AgWwNI ;0;
0;2015-05-18;Flu H1N1 H5N1;@fluetweets;#H1N1 Teenager diagnosed with swine flu still in quarantine - News24 http://goo.gl/fb/WBS9ub ;0;
0;2015-05-18;Swine Flu Info;@swineflu2;#swineflu Teenager diagnosed with swine flu still in quarantine - News24: News24Teenager diagnosed with swine ... http://bit.ly/1B7aApj ;0;
0;2015-05-18;Flu H1N1 H5N1;@fluetweets;#H1N1 Teenager diagnosed with swine flu still in quarantine - News24 http://goo.gl/fb/r8jmr8 ;0;
0;2015-05-18;Live H9N2;@Live_H9N2;Teenager diagnosed with #swineflu still in quarantine - News24 : http://bit.ly/1KfuMgQ ;0;
0;2015-05-18;Flu H1N1 H5N1;@fluetweets;#H1N1 Teenager diagnosed with swine flu still in quarantine - News24 http://goo.gl/fb/qD5Jdy ;0;
0;2015-05-18;Flu_Alert_Swine_Flu;@Flu_alert;Teenager diagnosed with #swineflu still in quarantine - News24 : http://bit.ly/1KfuMgQ ;0;
0;2015-05-18;pandemie6;@pandemie6;Teenager diagnosed with #swineflu still in quarantine - News24 : http://bit.ly/1KfuMgQ ;0;
0;2015-05-18;parkybell;@parkybell;Teenager diagnosed with swine flu still in quarantine - News24: News24Teenager diagnose... http://bit.ly/1QWxysn  http://bit.ly/1Y7RsT ;0;
0;2015-05-18;Flu H1N1 H5N1;@fluetweets;#H1N1 Teenager diagnosed with swine flu still in quarantine - News24 http://goo.gl/fb/sXIjOh ;0;
0;2015-04-12;Lungisani Mnguni;@LungisaniMnguni;Ebola has never affected South Africa ever. I hope you catch Swine flu in New Jersey. bye@arxaaaa: @LungisaniMnguni i hope you catch ebola;0;
0;2015-04-06;AfricaMediaNetwork;@AfricaMedia54;Two Syrians die from H1N1 swine flu http://ift.tt/1a9U3JY  #Africa #SouthAfrica;0;
0;2015-03-23;Rickie Erskine;@Rcerskine;South African sr citizen dies of swine flu: A 77-year-old senior citizen from South Africa died in the city du... http://bit.ly/1G9DQAU ;0;
0;2015-03-23;News in Summary;@news_in_summary;77-year-old man from South Africa becomes 34th victim of swine flu in #Mumbai http://www.mid-day.com/articles/77-year-old-man-from-south-africa-becomes-34th-victim-of-swine-flu-in-mumbai/16086171 … #ZippedNews http://www.zippednews.com/mumbai ;0;
0;2015-03-23;Jyoti Shelar;@jyotishelar;H1N1 kills 77-year-old Indian origin man from South Africa at Andheri hospital. 34th death in Mumbai #swineflu;0;
0;2015-03-19;Swine Flu News;@SwineFluFlash;#swineflu research: Mortality amongst Patients with InfluenzaAssociated Severe Acute Respiratory Illness South Afr... http://ow.ly/2WaQq9 ;0;
0;2015-03-16;SG Flu Alerts;@flu_sg;#Singapore http://www.marijuanaonlinesupplier.wordpress.com  have been shipping marijuana to th... http://bit.ly/1FrwwjW  #h1n1 #swineflu;0;
0;2015-02-26;Johannesburg Daily;@joburgdaily;South Africa News: Live Breaking News Headlines: H1N1 Swine Flu cases rise in Uttar Pradesh... http://bit.ly/1LP8gdf  #Search #Automated;0;
0;2015-02-22;saad abd alkrom;@Saad_Cameraman;http://youtube.com/watch?v=f4znOVUkWSc … #Kashmir #PEND #Latest_News #Pakistan #CWC15 #Srinagar #IndvsPak #Swine_Flu #South_Africa #Southampton;0;
0;2015-02-22;A;@cric_ashish;surdesairajdeep: 2 Farmers suicides/Day 800+ Swine Flu Deaths & Our PM just greeted Indian Cricket Team for win over South Africa. Great PM…;0;
0;2015-02-22;Chandu;@mcmnckumar;RT: 2 Farmers suicides/Day 800+ Swine Flu Deaths & Our PM just greeted Indian Cricket Team for win over South Africa. Great PM i say;0;
0;2015-02-22;Rajdeep Sardesai;@surdesairajdeep;2 Farmers suicides/Day 800+ Swine Flu Deaths & Our PM just greeted Indian Cricket Team for win over South Africa. Great PM i say. #IndvsSA;6;
0;2015-02-22;Faisal;@fraina1510;jitni tumhari poori population hai south Africa waaloo,usse kahin zyada yahan elachi aur kapur soong rahe hain swine flu se bachne ke liye;0;
0;2015-02-22;Ujjwal Sahni;@ujjwalsahni91;Though we have won the match but South Africa still has more cases of Ebola than we have of swine flu in India - Regha Jha #IndvsSA;3;
0;2015-02-21;pravin mishra;@mishra_pravin;While India is fighting South Africa at MCG, over 13,000 Indians are battling Swine flu. 774 of them lost their battle already. #MonkeyBaat;1;
0;2015-02-20;ÅRÛÑ SÎÑGH;@AR_Limitless;@Kailashkher swine flu is as dangerous as Ebola was in South Africa and our government is doing nothing.;0;
0;2014-10-02;Jadin Niemand;@JadinLuvsNicki;So someone in America died of Ebola and in South Africa,PE died of Swine Flu why is it back :((;0;
0;2014-09-17;kishna;@goalivier;south africa is the definition of aids. and ebola, tb, bubonic plague, swine flu everything.;0;
0;2014-07-30;T.K.;@IAm_Thati;Ebola this, Ebola that -__- see just like swine flu, i'll start worrying about it when its in South africa;0;
0;2014-02-09;karlpearson;@karlpearson8;@KP24 as welcome as swine flu, should ve played for south africa you cocky twat;0;
0;2013-08-15;ONE FEATHER of Ma'at;@Bobbeus;More than 100 people sickened by swine flu in South Africa http://www.coastweek.com/3632_FOCUS_08.htm …;0;
0;2013-07-31;Johann Eicher;@jeicher;FYI The prominent influenza strain in South Africa for the 2013 season is Influenza A(H1N1) pdm09 ( ‘swine flu’) http://www.nicd.ac.za/?page=alerts&id=5&rid=244 …;3;
0;2013-07-21;Mohamed Khatib;@zs_mk;Swine Flu affects 100's in #SouthAfrica #swineflu i got the flu vaccine,am i still okay ? pic.twitter.com/xtprAilmAc;0;
0;2013-07-18;Lidah grive griffins;@GriveLidah;RT @dailynation: Hundreds of #swineflu cases reported in #SouthAfrica http://bit.ly/149tLTk  http://m.twitter.com/dailynation ;0;
0;2013-07-17;CGHF;@keithcghf;Hundreds of swine flu cases reported in South Africa http://shar.es/k36CJ  via @sharethis;0;
0;2013-07-17;PREDICT Epi team;@PREDICT_Epi;Report: Hundreds of swine flue cases reported in South Africa http://www.africareview.com/News/Hundreds-of-swine-flu-cases-reported-in-South-Africa/-/979180/1916898/-/qjk6qnz/-/index.html … #H1N1 #swineflu;0;
0;2013-07-17;Dr.Jeffrey Williams;@PandemicPlanner;Hundreds of swine flu cases reported in South Africa: http://buff.ly/12INcfe ;0;
0;2013-07-17;Maxwell Lucas;@maxwell_lucas;South Africa - Travel Alert - Outbreak of H1N1 swine flu reported in South Africa #SouthAfrica #travel #health #H1N1 #swineflu;0;
0;2013-07-17;Live H1N1;@live_h1n1;Hundreds of #swineflu cases reported in South Africa - Africa Review : http://bit.ly/14Xi8g0 ;0;
0;2013-07-16;HUMNEWS;@HUMNEWS;“@ntvkenya: Hundreds of swine flu cases, about 450, have been identified in #SouthAfrica http://shar.es/knUDf ” #H1N1 #globalhealth #Africa;6;
0;2013-07-16;Daily Nation;@dailynation;Hundreds of #swineflu cases reported in #SouthAfrica http://bit.ly/149tLTk ;2;
0;2013-07-16;101stmonk3y;@101stmonk3y;Several cases of swine flu virus have been reported in South Africa http://hisz.rsoe.hu/m/?pageid=event_index&edis_id=EP-20130717-40054-ZAF …;0;
0;2013-07-16;pandemie6;@pandemie6;Hundreds of #swineflu cases reported in South Africa - Africa Review : http://bit.ly/14Xi8g0 ;0;
0;2013-07-16;Flu_Alert_Swine_Flu;@Flu_alert;Hundreds of #swineflu cases reported in South Africa - Africa Review : http://bit.ly/14Xi8g0 ;0;
0;2013-07-16;Live H9N2;@Live_H9N2;Hundreds of #swineflu cases reported in South Africa - Africa Review : http://bit.ly/14Xi8g0 ;0;
0;2013-07-16;Daily Nation;@dailynation;Hundreds of #swineflu cases reported in South Africa http://bit.ly/14WVMLP ;0;
0;2013-07-16;NTV Kenya;@ntvkenya;Hundreds of swine flu cases reported in South Africa http://shar.es/knUDf ;4;
0;2013-07-16;ToxiNews;@toxinews;Hundreds of swine flu cases reported in South Africa http://www.africareview.com/News/Hundreds-of-swine-flu-cases-reported-in-South-Africa/-/979180/1916898/-/qjk6qnz/-/index.html …;0;
0;2013-07-16;Daily Nation;@dailynation;Hundreds of #swineflu cases reported in #SouthAfrica http://bit.ly/149tLTk ;5;
0;2013-07-16;Flu H1N1 H5N1;@fluetweets;#H1N1 Hundreds of swine flu cases reported in South Africa - Africa Review http://goo.gl/fb/eZFJJ ;0;
